city,study_year,reporting_year,scope_1_emissions,scope_1_units,emissions_year,gases_included,change_from_last_year,scope_2_emissions,total_scope_2_emissions,s1_lower_bound,s1_upper_bound,s1_mean,tot_lower_bound,tot_upper_bound,tot_mean,scope_fractions,CO2_emissions_per_capita,lat_long,latitude,longitude,country,region,population,population_year,population_1950,population_1990,population_2010,growth_rate_1950_2010,growth_rate_1990_2010,city_area,population_density,average_altitude_m,average_annual_temperature_celcius,gdp,gdp_unit,income_per_capita,gdp-ppp,ngdp,ngdp_capita_usd,total_consumption_capita,CO2_energy_capita,diesel_price_usd,gas_price_usd,percent_urban,Water bounded (GEA+),Other bounded (GEA+),mean_travel_time_minutes,deisel_price_2014_usd,gas_price_2014_usd,household_size,congestion_rank,peak_hours_spent_in_congestion,average_congestion_rate,congestion_rank,congestion_level,congestion_change,morning_peak,evening_peak,economy_rank,environment_rank,governance_rank_iese,human_capital_rank_iese,international_impact_rank,mobility_and_transport_rank_iese,public_management_rank_iese,social_cohesion_rank_iese,technology_rank_iese,urban_planning_rank_iese,exports, ,natgas_export_production_ratio,ch4_waste_capita,ch4_waste_plus_natgas_capita
Hegang,,,306548.7534,tCO2,2010,,,,,,,,,,,,0.3780478,,47.35,130.3,China,East Asia,664471,,,,,,,11849,,,,,,30882.52,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Hjørring,,2016,289000,tCO2,2014,CO2,Decreased,128000,417000,,,,,,,1,,"(57.456779, 9.995764)",57.467,9.983333,Denmark,Europe,67121,2008,,,,,,929.58,,22,7.5,19088026316,DKK     Danish Krone,,,,,,,,,,,,,1.8,2.01,2.10208293,,,,,,,,,,,,,,,,,,,4517000000,6412000000,0.7,0.010683401,0.01703133
Växjö,,,285353,tCO2-eq,2013,,,,,,,,,,,,,,56.879,14.805852,Sweden,Europe,66275,2017,,,,,,30.28,1795.151491,,,,,,,,,108.478089,,1.52,1.38,84.319,0,,,1.82,1.82,,,,,,,,,,,,,,,,,,,,,,,,
Cochin,,,269372,tCO2-eq,2008,,,,,,,,,,,,,,9.931233,76.267304,India,South Asia,601574,2011,,,,,,94.88,,,,,,,,7,3455083.909,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,
"University City, MO",,2016,266265,tCO2-eq,2005,CO2; CH4; N2O,This is our first year of calculation,234882,501147,230943.1139,248736.1409,239839.6274,465825.1139,483618.1409,474721.6274,1,,"(38.6682, -90.3325)",38.664,-90.327778,USA,North America,34706,2016,,,,,,15.280941,,160,13.9,,,,,,,,,,,,,,21.2,0.97,0.86,2.18,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Gladsaxe Kommune,,2017,247599,tCO2-eq,2015,CO2; CH4; N2O,Decreased,83684,331283,223915.4155,227453.1406,225684.278,307599.4155,311137.1406,309368.278,1,,"(55.733461, 12.488686)",55.733,12.483333,Denmark,Europe,66693,2014,,,,,,25,,,,35234000,DKK     Danish Krone,,,,,,,,,,,,,1.8,2.01,2.179591837,,,,,,,,,,,,,,,,,,,4517000000,6412000000,0.7,0.010683401,0.01703133
Santarém,,2016,245483,tCO2,2006,CO2,,86235,331717,,,,,,,1.000003015,,"(39.236669, -8.685994)",39.233,-8.683333,Portugal,Europe,61752,2011,,,,,,552.54,,108,16,,,,,,,,,,,,,,20.11236122,1.64,1.89,,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885
Naga,,,243527,tCO2-eq,2014,,,,,,,,,,,,,,13.62178,123.194824,Philippines,Southeast Asia,115750,2015,,,,,,101.97,,,,,,,,,,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,,,,,,
Probolinggo,,,235623,tCO2-eq,2010,,,,,,,,,,,,,,-7.777007,113.202187,Indonesia,Southeast Asia,223159,2014,,,,,,56.67,,,,,,,,,,,,,,,,,,0.8,0.93,,,,,,,,,,,,,,,,,,,,,,,,
Shimla,,,218896,tCO2-eq,2013,,,,,,,,,,,,,,31.10482,77.173403,India,South Asia,169578,2011,,,,,,35.34,,,,,,,,0.333092313,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,
Barreiro,,2016,203441,tCO2,2014,CO2,Increased,87408,290849,,,,,,,1,,"(38.660815, -9.079072)",38.667,-9.066667,Portugal,Europe,78764,2011,,,,,,36.39,,20,16,,,,,,,,,,,,,,21.07,1.64,1.89,2.4,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885
Abington,,2016,193345,tCO2-eq,2010,CO2; CH4; N2O; HFCs; PFCs; SF6,Decreased,421879,615224,138111.7998,165934.941,152023.3704,559990.7998,587813.941,573902.3704,1,,"(40.12408, -75.119511)",40.1,-75.099722,USA,North America,55557,2016,,,,,,40.1707449,,86,13.6,,,,,,,,,,,,,,27.8,0.97,0.86,2.62,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
North Vancouver,,2017,182896,tCO2-eq,2015,CO2; CH4,Other: 2015 data reported as 2016 data not available,4159,187055,74041.38866,113488.9449,93765.16678,78200.38866,117647.9449,97924.16678,1,,"(49.32699, -123.07328)",49.317,-123.066667,Canada,North America,52898,2016,,,,,,11.83,,90,11,,,,,,,,,,,,,,,1.16,1.17,2.7,,,,,,,,,,,,,,,,,,,77960000000,1.52E+11,0.51,0.046860437,0.101727514
Hoeje-Taastrup Kommune,,2016,173000,tCO2,2014,CO2,Decreased,124000,297000,,,,,,,1,,"(55.656328, 12.2898)",55.648,12.27,Denmark,Europe,48853,2014,,,,,,78.41,,27,8.1,3402000000,USD     US Dollar,,,,,,,,,,,,,1.8,2.01,2.324389789,,,,,,,,,,,,,,,,,,,4517000000,6412000000,0.7,0.010683401,0.01703133
Khelang Nakhon,,,162378,tCO2-eq,2015,,,,,,,,,,,,,,18.2919,99.5047,Thailand,Southeast Asia,60100,2017,,,,,,17.5,,,,,,,,,,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Palo Alto,,2016,152631,tCO2-eq,2015,CO2; CH4; N2O,Decreased,,152631,85768.96932,119450.011,102609.4902,85768.96932,119450.011,102609.4902,,,"(37.4419, -122.143)",37.429,-122.138056,USA,North America,67024,2016,,,,,,61.8489612,,7,15,,,,,,,,,,,,,,23.1,0.97,0.86,2.53,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
"Alton, IL",,2016,138542,tCO2-eq,2013,CO2; CH4; N2O,This is our first year of calculation,262537,401079,111997.9086,125369.2143,118683.5615,374534.9086,387906.2143,381220.5615,1,,"(38.890604, -90.184276)",38.901,-90.159722,USA,North America,26861,2016,,,,,,40.0671453,,132,13.7,,USD     US Dollar,,,,,,,,,,,,22.7,0.97,0.86,2.27,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
"Emeryville, CA",,2016,127138,tCO2-eq,2014,CO2; CH4; N2O,Decreased,40590,167728,116582.6768,121899.8094,119241.2431,157172.6768,162489.8094,159831.2431,1,,"(37.831316, -122.285247)",37.831,-122.285278,USA,North America,11671,2016,,,,,,3.2374875,,7,15.1,,USD     US Dollar,,,,,,,,,,,,28.7,0.97,0.86,1.74,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Blacksburg,,2017,124461.79,tCO2-eq,2015,CO2; CH4; N2O,Decreased,223021.63,347483.42,80308.18405,102550.0967,91429.14036,303329.814,325571.7267,314450.7704,1,,"(37.2296, -80.4139)",37.23,-80.417778,USA,North America,45038,2016,,,,,,51.5149011,,633,10.8,,,,,6.636,,,,,,,,,14.1,0.97,0.86,2.58,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
"Hermosa Beach, CA",,2016,123218,tCO2-eq,2012,CO2; CH4; N2O,Decreased,3334,126611,103495.4236,113430.4631,108462.9433,106888.4236,116823.4631,111855.9433,0.999534006,,"(33.8622, -118.3995)",33.866,-118.399722,USA,North America,19789,2016,,,,,,3.7036857,,8,18,,USD     US Dollar,,,,,,,,,,,,31.7,0.97,0.86,2.15,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Lampang,,,120403.31,tCO2-eq,2013,,,,,,,,,,,,,,18.315,99.5027,Thailand,Southeast Asia,58074,2010,,,,,,22.17,,,,,,,,,,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Dallas,,2016,119881,tCO2-eq,2010,CO2; CH4; N2O,Decreased,17109507,17229388,-1136048.674,-503387.3662,-819718.0199,15973458.33,16606119.63,16289788.98,1,,"(32.7801399, -96.8004511)",32.776,-96.796667,USA,North America,1317929,2016,,,,,,881.9433948,,148,19.4,98746000000,USD     US Dollar,,412.674,324.9,50646.92128,,,,,,,,26.55,0.97,0.86,2.6,16,59,6.60%,,,,,,10,102,12,11,61,108,25,89,21,55,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Santa Monica,,2017,119026,tCO2-eq,2015,CO2; CH4; N2O,Decreased,215565,334591,27153.74516,73433.42314,50293.58415,242718.7452,288998.4231,265858.5842,1,,"(34.0219, -118.4814)",34.022,-118.481389,USA,North America,92478,2016,,,,,,21.8077158,,320,20,,,,,,,,,,,,,,26.1,0.97,0.86,1.94,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Okayama,,2016,114000,tCO2-eq,2013,CO2; CH4; N2O; HFCs; PFCs; SF6,,6802000,6916000,56932.07774,64225.90076,60578.98925,6858932.078,6866225.901,6862578.989,1,,"(34.655146, 133.919502)",34.65,133.916667,Japan,East Asia,720841,2017,,,,,,789.92,,55,16.1,2066421,JPY     Japanese yen,,56.799,29.51945,33346.41836,,,,,,,,28.6,1.1,1.38,2.23,,,,,,,,,,,,,,,,,,,0,1,0,0.002518209,0.002887223
San Carlos (Negros Occidental),,,88330,tCO2-eq,2015,,,,,,,,,,,,,,10,123,Philippines,Southeast Asia,132536,2015,,,,,,451.5,,,,,,,,,,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,,,,,,
Adelaide,,2016,63724,tCO2-eq,2013,CO2; CH4; N2O,Decreased,422817,486541,41872.96524,45693.55091,43783.25807,464689.9652,468510.5509,466600.2581,1,,"(-34.928499, 138.600746)",-34.929,138.601,Australia,Oceania,22393,2010,,,,,,15.57,,38,18,18360000000,AUD     Australian Dollar,,47.433,56,46242.77457,,,,,,,,33.23,1.28,1.23,1.7,,,,100,0.27,0.02,45%,41%,,,,,,,,,,,31610000000,62640000000,0.5,0.027793371,0.039682077
Moita,,2016,49910,tCO2,2013,CO2,Decreased,46598,96508,,,,,,,1,,"(41.30284, -8.65731)",38.65,-8.983333,Portugal,Europe,66029,2011,,,,,,55.26,,10,17.5,,,,,,,,,,,,,,36.86701309,1.64,1.89,,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885
Los Altos Hills,,2016,47552,tCO2,2015,CO2,Decreased,9691,57243,,,,,,,1,,"(37.3797, -122.1375)",37.371,-122.1375,USA,North America,8501,2016,,,,,,22.791912,,89,14.3,,,,,,,,,,,,,,23.9,0.97,0.86,2.71,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
"Piedmont, CA",,2016,17876,tCO2-eq,2011,CO2; CH4; N2O; HFCs; PFCs; SF6,Decreased,25566,43442,6809.387738,12384.07677,9596.732256,32375.38774,37950.07677,35162.73226,1,,"(37.8244, -122.2316)",37.817,-122.233333,USA,North America,11353,2016,,,,,,4.3511832,,101,15,3.60E+11,USD     US Dollar,,,,,,,,,,,,28.2,0.97,0.86,2.91,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Ravenna,,2016,11115,tCO2,2014,CO2,Decreased,307.46,11419,,,,,,,1.000303004,,"(41.913028, 12.518037)",44.417,12.2,Italy,Europe,158784,2014,,,,,,652.89,,4,14.1,,,,,,,,,,,,,,,2.01,2.14,2.1,,,,- ,0.17,0.02,26%,28%,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Seberang,,,8131.48208,tCO2-eq,2016,,,,,,,,,,,,,,5.377294,100.400146,Malaysia,Southeast Asia,818197,2010,,,,,,751,,,,,,,,,,,,,,,,,,0.65,0.68,,,,,,,,,,,,,,,,,,,,,,,,
"Ajax, ON",,2016,6354,tCO2,2008,CO2,Increased,,538836,,,,,,,,,"(43.850855, -79.020373)",43.858,-79.036389,Canada,North America,109600,2011,,,,,,67.07,,90,7.8,,CAD     Canadian Dollar,,,,,,,,,,,,34.9,1.16,1.17,3.2,,,,,,,,,,,,,,,,,,,77960000000,1.52E+11,0.51,0.046860437,0.101727514
Bandung,,,2660.98238,tCO2-eq,2013,,,,,,,,,,,,,,-6.91746,107.619123,Indonesia,Southeast Asia,2575478,2015,,,,,,167.67,,,,,,,21,10,4175365.344,,,,,,,,,0.8,0.93,,65,43,20.10%,,,,,,,,,,,,,,,,,,,,
San Jerónimo de Montería,,,1166,tCO2-eq,2014,,,,,,,,,,,,,,8,-75,Colombia,Latin America & Caribbean,460223,2018,,,,,,3141,,,,,,,,,,,,,,,,,,1.04,1.08,,,,,,,,,,,,,,,,,,,,,,,,
Kadiovacik,,2016,404.65,tCO2,2015,CO2,Decreased,39.14,443.79,,,,,,,1,,"(38.3434574, 26.553613)",38.343,26.553367,Turkey,"North Africa, Middle East, West Asia",,,,,,,,0.23,,327,19,10000,TRY     New Turkish Lira,,,,,,,,,,,,,1.9,2.06,,,,,,,,,,,,,,,,,,,,31000000,632000000,0.05,0.025591041,0.029641787
Faro,,2016,128,tCO2,2010,CO2,Stayed the same,138,265.85,,,,,,,1.000564228,,"(37.019355, -7.93044)",37.033,-7.916667,Portugal,Europe,64560,2011,,,,,,202.57,,200,17.8,13231,EUR     Euro,,,,,,,,,,,,18.91,1.64,1.89,2.4,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885
Aarhus,,2016,,tCO2,2016,CO2,,,1900,,,,,,,,,"(56.168393, 10.137373)",56.167,10.25,Denmark,Europe,330639,2016,,,,,,467.85,,,,,,,,,,,,,,,,,,1.8,2.01,2.103625502,462,16,6.50%,- ,0.23,0.02,37%,39%,,,,,,,,,,,4517000000,6412000000,0.7,0.010683401,0.01703133
Aerøskøbing,,2016,,tCO2,2015,CO2,Decreased,,225,,,,,,,,,"(54.891456, 10.404684)",54.883,10.333333,Denmark,Europe,6383,2014,,,,,,88,,10,10,,,,,,,,,,,,,,,1.8,2.01,1.790832608,,,,,,,,,,,,,,,,,,,4517000000,6412000000,0.7,0.010683401,0.01703133
Aspen and Pitkin County,,2016,,tCO2-eq,2014,CO2; CH4; N2O,Decreased,,394341,,,,385925.7012,390164.8191,388045.2601,,,"(39.195, -106.837)",39.195,-106.837002,USA,North America,7710,2010,,,,,,11.852,,2405,6,566889555,USD     US Dollar,,,,,,,,,,,,14.5,0.97,0.86,2.03,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Benicia,,2016,,tCO2-eq,2010,CO2; CH4; N2O; HFCs; PFCs; SF6,Increased,,688706,,,,661294.1153,675102.5627,668198.339,,,"(38.049365, -122.1585777)",38.063,-122.156111,USA,North America,28174,2016,,,,,,33.4885707,,26,21,23000000,USD     US Dollar,,,,,,,,,,,,31,0.97,0.86,2.55,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Birmingham,,2016,,tCO2,2013,CO2,Decreased,,5199.7,,,,,,,,,"(52.480174, -1.902907)",52.483,-1.893611,United Kingdom,Europe,1101400,2014,,,,,,267.8,1626.720901,140,9.2,84000000000,GBP     Pound Sterling,,,,,85.50243248,,1.65,1.44,79.007,0,,61.2,1.99,1.92,2.6,119,34,8.50%,109,0.26,-0.01,46%,51%,48,75,9,30,153,70,133,31,143,98,10550000000,40990000000,0.26,0.018136258,0.026046307
Bologna,,2016,,tCO2,2009,CO2,Decreased,,2270524.7,,,,,,,,,"(44.4856087, 11.3547975)",44.507,11.351389,Italy,Europe,388257,2016,,,,,,140.86,,29,15,37033,,,36.331,,,,,1.63,1.57,67.588,0,Mountains,,2.01,2.14,1.9,446,17,6.70%,- ,0.24,0.01,45%,46%,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Bornova,,2016,,tCO2-eq,2011,,This is our first year of calculation,,758627,,,,415668.0516,460537.5421,438102.7968,,,"(35.2141598, 33.2947541)",38.47,27.221111,Turkey,"North Africa, Middle East, West Asia",416007,2012,,,,,,224.15,,,,,,,,,,,,,,,,,,1.9,2.06,,,,,,,,,,,,,,,,,,,,31000000,632000000,0.05,0.025591041,0.029641787
"Brisbane, CA",,2016,,tCO2-eq,2016,CO2; CH4; N2O,Decreased,,148025,,,,143428.3914,145743.8844,144586.1379,,,"(37.6808, -122.4)",37.681,-122.419167,USA,North America,4282,2010,,,,,,52,,,,,,,,,,,,,,,,,26.2,0.97,0.86,2,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Cardiff,,2016,,tCO2,2013,CO2,Decreased,,2128000,,,,,,,,,"(51.481581, -3.17909)",51.483,-3.183333,United Kingdom,Europe,361468,2016,,,,,,140.9,927.2038712,65,9.7,,,,36.009,20.72175,31470.4511,100.9033875,,1.65,1.44,79.007,,,,1.99,1.92,2.32,313,23,9.40%,- ,0.27,0.01,51%,53%,,,,,,,,,,,10550000000,40990000000,0.26,0.018136258,0.026046307
Copenhagen,,2016,,tCO2-eq,2015,CO2; CH4; N2O,Decreased,,1450358,,,,1242354.819,1273425.203,1257890.011,,,"(55.6760968, 12.5683371)",55.676,12.568333,Denmark,Europe,603000,2016,,,,,,86,5711.048159,9,8,3.08E+11,DKK     Danish Krone,,127.001,98.83225,49018.63291,80.63,,1.54,1.54,85.856,1,,31.02,1.8,2.01,2.01213023,268,24,7.10%,124,0.23,0.02,47%,40%,31,41,17,31,27,17,162,6,53,29,4517000000,6412000000,0.7,0.010683401,0.01703133
Dublin,,2016,,tCO2,2011,CO2,This is our first year of calculation,,2942349,,,,,,,,,"(53.344479, -6.270843)",53.35,-6.260278,Ireland,Europe,553165,2016,,,,,,114.99,4588,85,10,29018660000,EUR     Euro,,90.137,101,58045.97701,156.46,,1.64,1.56,60.477,,,27.2,1.84,1.92,2.4,151,31,10.20%,- ,0.43,0.03,80%,86%,22,70,21,77,24,54,52,64,89,65,0,1,0,0.009613222,0.028440849
Ferrara,,2016,,tCO2-eq,2007,CO2; CH4; N2O; HFCs; PFCs; SF6; NF3,Decreased,,1582605.13,,,,1526258.507,1540164.948,1533211.727,,,"(44.8357395, 11.6189949)",44.833,11.616667,Italy,Europe,132499,2017,,,,,,404.38,,9,15.5,,,,,,,,,,,,,,,2.01,2.14,2,970,6,2.90%,,,,,,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Genova,,2016,,tCO2,2011,CO2,Other,,1810370,,,,,,,,,"(44.347961, 9.318415)",44.407,8.933983,Italy,Europe,583973,2016,,,,,,240.29,,19,15,25977591566,,,,29.22339,41060.52282,,,,,,,,,2.01,2.14,2,,,,,,,,,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Goiânia,,2016,,tCO2-eq,2010,,,,2016320,,,,995361.3773,1096278.18,1045819.779,,,"(-16.6868912, -49.2647943)",-16.667,-49.25,Brazil,Latin America & Caribbean,2458504,2016,,,,,,739,,749,23.2,30131330,BRL     Brazilian Real,,,23,10584.44547,,,,,,,,,1.02,1.27,3.072295427,,,,,,,,,,,,,,,,,,,11700000000,17030000000,0.69,0.015120343,0.020419478
Hamburg,,2016,,tCO2,2013,CO2,Decreased,,17755,,,,,,,,,"(53.5510846, 9.9936818)",53.565,10.001389,Germany,Europe,1787408,2015,,,,,,755,2343.201325,6,8.8,1.03E+11,EUR     Euro,,161.437,165,51546.39175,104.792956,,1.56,1.56,73.355,0,Major River,29.5,1.58,1.8,1.8,74,41,13.90%,61,0.33,0.03,48%,53%,47,47,27,36,79,24,70,18,85,23,8810000000,22220000000,0.4,0.00797275,0.011107729
Heidelberg,,2016,,tCO2,2011,CO2,Decreased,,879900,,,,,,,,,"(49.398752, 8.672434)",49.417,8.716667,Germany,Europe,144000,2016,,,,,,109,,114,13.2,7635000000,EUR     Euro,,,,,,,,,,,,26.6,1.58,1.8,1.7,,,,,,,,,,,,,,,,,,,8810000000,22220000000,0.4,0.00797275,0.011107729
Hiroshima,,2016,,tCO2-eq,2014,CO2; CH4; N2O; HFCs; PFCs; SF6,,,8675437,,,,8579151.449,8591457.658,8585304.553,,,"(34.385203, 132.455293)",34.385,132.455278,Japan,East Asia,1154391,2016,,,,,,906.53,,165.6,16.6,4.87E+12,JPY     Japanese yen,,74.932,49.35084,34976.18683,,,,,,,,27.9,1.1,1.38,2.25,,,,,,,,,,,,,,,,,,,0,1,0,0.002518209,0.002887223
Jakarta,,2016,,tCO2-eq,2014,,Decreased,,27780000,,,,23757076.86,24702253.41,24229665.14,,,"(-6.2087634, 106.845599)",-6.2,106.816667,Indonesia,Southeast Asia,10075310,2014,,,,,,664.12,,,29,,,,321.315,70.7,7358.451291,,,0.42,0.5,45.937,1,,42.1,0.8,0.93,4.5,22,55,17.30%,3,0.58,,63%,95%,126,160,122,127,85,159,36,165,50,174,31780000000,75000000000,0.42,0.010909801,0.01672378
"Lake Forest, IL",,2016,,tCO2-eq,2007,CO2; CH4; N2O,This is our first year of calculation,,402364,,,,383015.9029,392762.3024,387889.1026,,,"(42.258634, -87.840625)",42.235,-87.850833,USA,North America,19388,2016,,,,,,44.4960282,,205,8.8,,,,,,,,,,,,,,29.9,0.97,0.86,2.67,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Leicester,,2016,,tCO2,2013,CO2,Decreased,,1719600,,,,,,,,,"(52.6333, -1.1333)",52.633,-1.133333,United Kingdom,Europe,348343,2016,,,,,,73.32,3949.809056,60,9.9,10420059749,GBP     Pound Sterling,,,21.03297,30747.03427,87.13512837,,1.65,1.44,79.007,0,River,41.8,1.99,1.92,2.6,279,24,7.50%,- ,0.32,0.03,61%,60%,,,,,,,,,,,10550000000,40990000000,0.26,0.018136258,0.026046307
Magdeburg,,2016,,tCO2,2012,CO2,,,1400000,,,,,,,,,"(52.08889, 11.586164)",52.133,11.616667,Germany,Europe,235723,2015,,,,,,200.95,,56,9.7,,,,,,,,,,,,,,23.6,1.58,1.8,1.8,591,13,5.20%,,,,,,,,,,,,,,,,8810000000,22220000000,0.4,0.00797275,0.011107729
Nancy,,2016,,tCO2-eq,2016,CO2; CH4; N2O; HFCs; PFCs; SF6,,,2150000,,,,1997781.966,2085974.464,2041878.215,,,"(48.692054, 6.184417)",48.694,6.1846,France,Europe,260665,2014,,,,,,142.3,,212,10.5,,EUR     Euro,,,,,,,,,,,,24,1.63,1.79,1.9,820,9,3.50%,- ,0.2,0.03,32%,39%,,,,,,,,,,,770000000,1566000000,0.49,0.008628779,0.032012112
Nice,,2016,,tCO2-eq,2010,CO2; CH4; N2O; HFCs; PFCs; SF6,,,3352154,,,,3036229.779,3219270.811,3127750.295,,,"(43.710173, 7.261953)",43.703,7.2663,France,Europe,544977,2014,,,,,,1465.8,,18,,,,,45.984,31.75393,37137.40543,,,,,,,,,1.63,1.79,2.1,314,23,7.50%,- ,0.29,0.04,44%,56%,80,27,101,72,51,79,129,19,171,60,770000000,1566000000,0.49,0.008628779,0.032012112
"Peterborough, ON",,2016,,tCO2-eq,2011,CO2; CH4,,,283061,,,,121114.6088,179801.9652,150458.287,,,"(44.309058, -78.319747)",44.3,-78.316667,Canada,North America,81032,2016,,,,,,64.25,,195,12.1,,,,,,,,,,,,,,22.2,1.16,1.17,2.8,,,,,,,,,,,,,,,,,,,77960000000,1.52E+11,0.51,0.046860437,0.101727514
Piacenza,,2016,,tCO2,1990,CO2,,,615452,,,,,,,,,"(45.0519969, 9.6926451)",45.048,9.700556,Italy,Europe,100413,2012,,,,,,118.46,,61,11.8,,,,,,,,,,,,,,,2.01,2.14,2.1,958,6,2.90%,,,,,,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Porto,,2016,,tCO2-eq,2009,,Decreased,,1020000,,,,778218.5092,811734.337,794976.4231,,,"(41.1579438, -8.6291053)",41.162,-8.621953,Portugal,Europe,287591,2011,,,,,,41.42,,83,15.2,,,,42.983,30.39974,23201.79938,,,,,,,,30.83,1.64,1.89,2.3,228,26,8.20%,- ,0.27,0.04,48%,55%,91,32,133,151,55,145,151,17,161,73,0,1,0,0.031127579,0.036136885
Porto Alegre,,2016,,tCO2-eq,2013,CO2; CH4; N2O; HFCs; PFCs; SF6; NF3,,,2829128,,,,2167003.888,2232451.641,2199727.764,,,"(-3.672722, -45.3831)",-30.033,-51.23,Brazil,Latin America & Caribbean,1481019,2016,,,,,,496.827,,10,19.5,13798686254,BRL     Brazilian Real,,62.136,68,17176.05456,,,,,,,,27.7,1.02,1.27,2.738116966,125,34,13.70%,114,0.25,0.03,36%,52%,168,79,83,97,136,102,109,128,150,106,11700000000,17030000000,0.69,0.015120343,0.020419478
Roanoke,,2016,,tCO2-eq,2015,CO2; CH4; N2O,Decreased,,1971679,,,,1873350.722,1922882.553,1898116.638,,,"(37.271, -79.9414)",37.267,-79.933333,USA,North America,99660,2016,,,,,,110.2299744,,400,14,13900000000,USD     US Dollar,,,14.249,,,,,,,,,19.2,0.97,0.86,2.29,793,9,3.90%,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Roma,,2016,,tCO2,2010,CO2,Decreased,,10008879,,,,,,,,,"(41.8723889, 12.4801802)",41.9,12.5,Italy,Europe,2890000,2016,,,,,,1285,2180.407839,20,16,90965338,,,163.243,189.91929,46580.67572,60.33058902,,1.63,1.57,67.588,0,"Near coast, not on - small river",37.7,2.01,2.14,2.1,114,35,11.10%,27,0.4,0.02,74%,68%,78,36,89,41,9,65,60,115,60,16,68000000,7800000000,0.01,0.011383131,0.015145862
San Diego,,2016,,tCO2-eq,2009,,Stayed the same,,12624227,,,,11226170.95,11930426.92,11578298.93,,,"(32.718146, -117.1701)",32.715,-117.1625,USA,North America,1406630,2016,,,,,,842.2388481,,129,17.6,2.07E+11,USD     US Dollar,,202.49,172.9,55630.63063,,,0.78,0.56,80.731,,,23.2,0.97,0.86,2.73,47,46,9.80%,102,0.27,0.03,44%,60%,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Santiago de Cali,,2016,,tCO2-eq,2010,CO2; CH4; N2O,,,4174608,,,,3158858.931,3725713.73,3442286.33,,,"(3.451647, -76.531985)",3.421,-76.522222,Colombia,Latin America & Caribbean,2400653,2012,,,,,,619,,995,24.7,4540,,,,,,,,,,,,,,1.04,1.08,,60,44,17.10%,,,,,,,,,,,,,,,,0,1,0,0.006765019,0.015307751
Torino,,2016,,tCO2,2014,CO2,Decreased,,3496156,,,,,,,,,"(45.1006374, 7.6680046)",45.067,7.7,Italy,Europe,892649,2015,,,,,,130.17,340,239,15,26933203382,,,78.836,67.32928,38236.65408,93.46991108,,1.63,1.57,67.588,0,Mountains,27.22,2.01,2.14,2,321,22,7.60%,113,0.25,0.02,47%,44%,103,17,50,109,92,32,139,80,99,12,68000000,7800000000,0.01,0.011383131,0.015145862
Torres Vedras,,2016,,tCO2,2009,CO2,,,260331,,,,,,,,,"(38.763669, -9.30148)",39.083,-9.266667,Portugal,Europe,79465,2011,,,,,,407.15,,75,15,,,,,,,,,,,,,,19.98967578,1.64,1.89,,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885
